"pathway","pval","padj","log2err","ES","NES","size","adjPvalue"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.146148989431525,0.197498634366925,0.249246554383295,0.215151216744446,1.11342692410437,190,"non-significant"
"HALLMARK_NOTCH_SIGNALING",0.14028314028314,0.197498634366925,0.130777137971974,-0.41212712987648,-1.27180442384098,32,"non-significant"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.169597989949749,0.22315524993388,0.115734447701689,-0.387518024670909,-1.25454417211011,42,"non-significant"
"HALLMARK_TGF_BETA_SIGNALING",0.181818181818182,0.233100233100233,0.245041785430996,0.274225109407868,1.14028389314557,53,"non-significant"
"HALLMARK_KRAS_SIGNALING_UP",0.191623036649215,0.239528795811518,0.0965629554309422,-0.299066769236633,-1.15319230610355,173,"non-significant"
"HALLMARK_COMPLEMENT",0.23979057591623,0.292427531605159,0.0838361057159929,-0.291250703338066,-1.1227083493632,175,"non-significant"
"HALLMARK_IL2_STAT5_SIGNALING",0.277951933124347,0.330895158481365,0.0758886900606117,-0.284199491449176,-1.10130157504796,186,"non-significant"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.38894115252114,0.452257154094349,0.203508959461977,0.211002703774542,1.08657381918301,181,"non-significant"
"HALLMARK_FATTY_ACID_METABOLISM",0.433333333333333,0.492424242424242,0.282013350011725,0.200862634669949,0.996501791691915,153,"non-significant"
"HALLMARK_MYC_TARGETS_V2",0.570048309178744,0.633387010198604,0.0483117581055019,-0.27344755189367,-0.933080945912896,58,"non-significant"
"HALLMARK_COAGULATION",0.590559824368825,0.64191285257481,0.042331839351853,-0.252148777976428,-0.938079836208111,114,"non-significant"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.68421052631579,0.727883538633819,0.0384786917635432,-0.242607521716977,-0.856472337958597,71,"non-significant"
"HALLMARK_UV_RESPONSE_DN",0.728237791932059,0.758581033262562,0.030918431706181,-0.227908565019607,-0.869431791282315,141,"non-significant"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.755102040816326,0.770512286547272,0.129442887745046,0.201600188752411,0.882417582580526,71,"non-significant"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.783018867924528,0.783018867924528,0.152144922367565,0.187141469440736,0.886582683115532,103,"non-significant"
